yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
4,2.928,0.542,1.06,6.289,NO
1,2.431,0.896,1.251,11.261,NO
10,4.332,0.722,1.428,8.519,NO
5,2.543,0,1.478,6.065,NO
3,2.502,0.527,1.024,12.907,NO
3,2.947,0.808,1.262,3.945,NO
7,4.952,0.825,1.493,4.362,NO
3,4.511,1.061,1.563,4.644,NO
6,2.967,0.593,1.104,6.676,NO
2,3.418,0.303,1.37,4.933,NO
13,4.154,1.398,1.234,6.031,NO
5,4.27,0.505,1.587,5.051,NO
9,3.028,0.505,1.318,9.841,NO
7,2.95,0.567,1.185,6.807,NO
1,1.8,0.257,1.2,11.186,NO
8,2.352,0.523,1.016,6.794,NO
9,1.343,0.895,0.68,11.188,NO
1,2.628,0.478,1.102,12.903,NO
9,4.105,1.105,1.404,7.895,NO
4,3.6,0.79,1.205,9.439,NO
11,4.121,0.995,1.453,4.926,NO
4,4.393,0.915,1.342,4.668,NO
5,5.709,1.07,1.454,5.947,NO
1,3.335,0.635,1.376,5.082,NO
5,3.923,1.385,1.513,8.308,NO
9,3.832,1.219,1.703,7.142,NO
3,3.825,0.9,1.35,7.2,NO
1,4.445,0.329,1.226,11.524,NO
0,2.146,0.715,0.993,12.695,NO
0,4.091,1,1.242,8.636,NO
2,4.081,0.746,1.321,5.965,NO
3,5.695,1.34,1.682,6.633,NO
9,5.586,1.397,1.828,7.138,NO
10,3.134,0.723,1.152,5.063,NO
3,3.852,0.354,1.38,5.109,NO
9,3.026,0.466,1.254,2.793,NO
6,4.725,0.675,1.5,11.138,NO
6,2.371,0.395,1.156,7.112,NO
9,4.534,0.907,1.354,4.987,NO
12,3.08,0.616,1.449,7.7,NO
5,5.287,0.378,1.72,8.874,NO
2,3.724,0.776,1.293,6.517,NO
5,2.86,0.801,1.144,9.267,NO
5,3.608,0.582,1.207,5.509,NO
3,4.645,1.302,1.534,5.339,NO
5,3.192,0.798,1.286,4.123,NO
5,3.635,0.865,1.154,7.788,NO
3,2.386,0.879,1.088,9.042,NO
2,2.862,0.373,1.161,8.088,NO
1,2.73,1.011,1.236,5.258,NO
6,3.15,0.788,1.363,6.863,NO
10,2.124,0.455,1.247,2.579,NO
2,2.228,0,1.194,4.981,NO
15,2.547,0.679,1.245,8.66,NO
6,2.547,0.509,0.981,12.057,NO
5,3.158,0.632,1.211,10.579,NO
5,4.173,0.491,1.5,6.873,NO
6,5.28,1.065,1.539,4.631,NO
10,3.425,0.806,1.299,6.851,NO
4,3.971,0.397,1.471,6.485,NO
12,3.219,0.536,1.45,2.503,NO
15,1.787,0.188,1.108,8.749,NO
13,4.829,1.098,1.537,4.39,NO
3,4.28,0.494,1.463,7.244,NO
4,3.086,0.386,1.357,9,NO
3,2.773,0.512,1.308,5.545,NO
9,2.93,0.523,1.279,5.756,NO
1,3.783,1.204,1.452,9.975,NO
3,4.347,1.373,1.258,6.75,NO
1,3.12,0.72,1.147,8.64,NO
1,6.071,1.278,1.509,9.266,NO
4,4.143,0.714,1.444,7,NO
10,3.484,0.762,1.258,10.343,NO
4,6.195,1.202,1.613,4.438,NO
13,3.556,0.778,1.185,5.111,NO
6,4.833,1.348,1.477,5.158,NO
7,3.881,0.887,1.405,4.324,NO
4,4.365,1.26,1.19,7.29,NO
5,5.291,0.73,1.429,4.378,NO
3,4.307,0.952,1.293,4.804,NO
2,3.324,0.449,1.243,7.997,NO
3,3.109,0.629,1.118,5.274,NO
7,3,0.682,1.066,5.545,NO
0,3.555,0.169,1.307,7.702,NO
7,3.197,0.964,1.325,4.771,NO
8,5.034,1.22,1.525,6.254,NO
5,3.062,1.021,1.309,8.907,NO
8,4.756,1.486,1.409,5.004,NO
0,5.231,0.338,1.463,5.063,NO
2,3.436,0.884,1.309,7.167,NO
5,6.702,1.34,1.511,5.745,NO
6,3.774,1.089,1.371,7.04,NO
1,3.147,0.547,1.328,4.789,NO
5,3.6,0.738,1.287,8.215,NO
5,5.335,1.089,1.73,6.423,NO
3,4.339,2.025,1.35,6.654,NO
7,4.41,0.658,1.457,3.713,NO
1,2.583,0.235,1.304,9.626,NO
12,2.915,0.767,1.261,11.659,NO
7,3.821,1.274,1.231,6.75,NO
5,3.75,0.667,1.259,5.583,NO
4,5.116,1.705,1.374,9.237,NO
7,2.511,0.352,1.077,7.576,NO
1,4.745,0.982,1.364,8.836,NO
4,5.132,0.446,1.711,3.124,NO
5,2.877,0.664,1.211,7.303,NO
11,4.252,1.16,1.423,6.515,NO
6,2.141,0.559,1.231,4.841,NO
1,4.286,1.143,1.286,10.143,NO
4,5.354,1.236,1.617,6.041,NO
4,3.947,1.008,1.297,5.837,NO
2,5.305,1.326,1.55,5.251,NO
7,5.216,1.074,1.517,8.591,NO
5,4.4,1.1,1.322,7.1,NO
0,3.021,0.378,1.238,5.098,NO
5,3.527,0.882,1.322,11.351,NO
2,5.4,0.72,1.6,6.12,NO
8,3.06,0.701,1.087,5.228,NO
8,5.795,0.944,1.622,6.095,NO
11,3.966,1.169,1.339,4.169,NO
5,3.01,0.266,1.279,4.869,NO
4,3.871,0.944,1.542,3.965,NO
6,2.813,1.125,1.016,10.688,NO
3,3.771,0.603,1.207,6.637,NO
9,4.357,1.032,1.503,6.248,NO
5,3.75,1.5,1.181,7.875,NO
2,5.362,1.915,1.787,7.851,NO
7,3.716,0.991,1.17,5.45,NO
2,4.078,0.771,1.298,8.596,NO
2,3.453,1.047,1.14,9.209,NO
2,3.692,0.462,1.641,9.462,NO
2,5.029,1.059,1.588,10.059,NO
4,2.211,0.582,1.034,5.237,NO
10,3.989,0.307,1.875,6.443,NO
3,3.057,1.223,1.087,5.298,NO
3,3.503,0.794,1.157,5.279,NO
0,4.368,1.456,1.618,7.412,NO
4,4.602,0.92,1.432,8.898,NO
7,4.401,0.833,1.493,6.066,NO
2,4.052,0.992,1.415,8.104,NO
2,4.449,0.708,1.517,5.36,NO
3,4.673,1.298,1.442,12.072,NO
0,4.415,0.679,1.528,7.642,NO
2,3.443,0.725,1.44,6.886,NO
3,4.691,0.801,1.436,9.496,NO
3,4.012,0.85,1.259,7.411,NO
1,4.243,1.736,1.35,10.029,NO
2,3.169,0.761,1.169,7.606,NO
4,3.253,0.488,1.319,5.367,NO
1,2.972,0.604,1.282,2.871,NO
2,3.304,0.403,1.442,7.334,NO
8,2.618,0.982,1,11.127,NO
3,2.504,0.544,1.04,6.097,NO
3,4.894,1.519,1.575,5.738,NO
0,2.656,1.107,1.279,9.516,NO
13,3.823,0.717,1.407,11.23,NO
2,4.288,1.272,1.466,3.958,NO
5,2.961,0.829,1.026,7.461,NO
9,2.388,0.367,1.143,8.816,NO
0,2.391,0.281,1.453,4.922,NO
2,3.32,0.664,1.279,4.869,NO
2,3.699,1.11,1.623,7.767,NO
12,2.757,0.665,1.183,5.229,NO
4,4.493,1.393,1.358,5.526,NO
8,4.765,1.299,1.524,5.487,NO
1,2.955,0.85,1.093,3.279,NO
11,3.927,0.491,1.595,3.436,NO
5,2.643,0.378,1.332,5.381,NO
2,4.441,0.533,1.342,8.882,NO
2,3.774,1.258,1.283,6.694,NO
3,2.955,0.611,1.245,4.891,NO
5,4.109,0.734,1.516,5.136,NO
10,1.105,0.316,0.947,10.263,NO
3,4.342,0.875,1.331,4.447,NO
2,3.333,0.833,1.241,8.167,NO
3,2.866,0.754,1.14,7.24,NO
5,2.391,0.281,1.219,2.953,NO
6,2.429,0.429,1.111,6.571,NO
6,5.226,1.161,1.597,8.129,NO
1,3.156,0.469,1.218,3.924,NO
4,4.09,1.21,1.41,6.552,NO
12,5.235,1.378,1.592,6.061,NO
0,4.474,0.936,1.555,7.127,NO
0,4.185,0.675,1.305,7.56,NO
7,4.057,0.979,1.22,7.205,NO
3,5.119,0.826,1.404,5.697,NO
3,4.227,0.818,1.106,6.409,NO
1,4.177,1.343,1.26,10.442,NO
2,4.474,0.789,1.585,4.684,NO
14,2.241,0.224,1.32,6.61,NO
1,3.096,0.867,1.376,8.174,NO
7,3.201,1.113,1.253,7.376,NO
14,2.275,1.062,1.298,5.612,NO
11,2.793,0.931,1.276,9.621,NO
5,3.615,0.961,1.292,6.224,NO
4,3.452,0.797,1.318,7.082,NO
6,2.143,0.429,1.143,8.857,NO
9,4.758,0.952,1.441,4.52,NO
14,5.071,1.55,1.367,6.574,NO
1,3.971,0.265,1.206,10.853,NO
1,2.713,0.388,1.378,7.751,NO
8,3.121,0.468,1.301,7.179,NO
0,2.386,0.502,1.381,8.163,NO
8,2.739,0.652,1.159,3.652,NO
2,3.195,0.719,1.163,5.991,NO
12,3.375,0.433,1.135,7.269,NO
6,3.474,0.947,1.561,7.579,NO
2,5.824,2.118,1.745,7.588,NO
4,4.446,0.325,1.554,7.265,NO
3,7.313,0.938,1.896,6,NO
1,4.924,0.996,1.389,4.648,NO
9,3.68,1.518,1.221,8.463,NO
7,5.524,1.095,1.614,4.667,NO
2,2.975,0.458,1.106,8.695,NO
9,5.036,0.699,1.601,6.435,NO
8,4.021,0.574,1.564,7.181,NO
2,4.125,1.071,1.28,9.321,NO
3,3.36,0.6,1.48,6.12,NO
3,5.798,1.16,1.546,5.632,NO
3,4.665,0.848,1.429,5.089,NO
1,4.044,0.476,1.811,9.872,NO
4,3.62,1.174,1.435,6.652,NO
6,3.857,0.818,1.234,9,NO
6,1.993,0.299,1.107,4.782,NO
8,3.168,0.78,1.159,5.848,NO
2,3.126,0.189,1.295,5.116,NO
2,3.486,0.689,1.203,6.851,NO
1,3.298,0.515,1.466,4.534,NO
3,4.571,0.744,1.571,5.634,NO
1,5.44,1.813,1.746,9.47,NO
3,3.442,0.538,1.398,5.486,NO
5,3.156,1.227,1.247,7.188,NO
2,2.578,0.678,0.95,6.92,NO
8,1.911,0.352,1.078,6.184,NO
4,3.347,0.669,1.215,10.711,NO
2,2.487,0.592,1.105,10.895,NO
2,4.582,1.468,1.369,7.562,NO
1,5.495,1.638,1.468,7.926,NO
7,1.929,0.276,1.209,6.337,NO
5,3.635,0.675,1.379,8.515,NO
3,3.111,0.667,1.383,6,NO
2,4.68,1.08,1.493,6.36,NO
14,3.298,0.518,1.215,9.848,NO
13,2.438,0.563,1.125,8.25,NO
7,4.042,0.323,1.383,6.79,NO
6,4.191,0.682,1.31,4.679,NO
1,3.724,0.887,1.394,5.365,NO
5,4.183,0.507,1.366,5.514,NO
2,4.671,0.342,1.468,7.063,NO
7,4.193,0.839,1.453,7.211,NO
5,3.92,1.274,1.301,7.252,NO
2,4.275,0.9,1.3,7.875,NO
4,4.091,1.19,1.31,5.058,NO
5,3.966,0.759,1.322,8.1,NO
0,3.892,0.405,1.387,3.568,NO
5,2.263,0.323,1.096,8.569,NO
1,3.976,1.017,1.469,7.49,NO
8,7.824,1.074,1.858,6.136,NO
1,3.197,0.888,1.164,10.658,NO
8,3.322,0.596,1.164,5.792,NO
0,4.794,1.514,1.458,5.678,NO
4,3.75,1.125,1.094,5.906,NO
4,3.467,0.63,1.459,4.307,NO
2,3.231,0.891,1.292,3.343,NO
1,3.58,1.023,1.233,5.063,NO
1,3.865,0.672,1.388,5.378,NO
4,6.48,1.512,1.68,9.612,NO
1,2.634,0.165,1.171,9.055,NO
6,3.047,0.946,1.366,8.089,NO
8,2.535,0.38,1.38,9.254,NO
12,3.409,0.807,1.425,6.907,NO
4,4.299,0.688,1.223,5.331,NO
6,3.732,0.969,1.255,6.205,NO
3,4.651,1.23,1.372,8.822,NO
4,3.411,1.293,1.073,4.452,NO
11,3.257,0.729,1.29,4.2,NO
9,3.894,0.519,1.529,3.894,NO
3,2.431,0.64,1.095,11.133,NO
7,3.857,0.133,1.36,8.778,NO
6,4.266,0.726,1.286,4.583,NO
9,4.284,0.779,1.154,9.995,NO
4,3.557,1.132,1.401,10.509,NO
10,3.12,0.861,1.219,9.036,NO
3,5.167,2,1.63,7.167,NO
4,4.271,1.525,1.186,6.712,NO
4,3.438,0.607,1.483,6.169,NO
1,3.989,0.614,1.193,7.057,NO
7,4.453,0.722,1.395,4.373,NO
9,3.706,0.914,1.273,6.16,NO
3,4.243,1.047,1.365,9.753,NO
3,5.121,1.241,1.397,6.517,NO
0,4.055,1.027,1.283,7.7,NO
3,3.019,0.839,0.969,6.54,NO
2,4.666,1.296,1.334,6.178,NO
5,3.629,0.581,1.5,3.484,NO
10,4.101,1.025,1.237,6.787,NO
1,4.143,1.714,1.381,9.857,NO
1,5.453,1.112,1.471,4.129,NO
7,4.602,1.033,1.388,5.118,NO
3,4.431,1.338,1.349,8.031,NO
3,6.407,1.602,1.551,10.068,NO
2,4.632,0.926,1.559,3.441,NO
3,5.748,1.47,1.574,6.817,NO
0,3.701,0.925,1.472,6.14,NO
1,4.267,0.955,1.309,7.259,NO
3,2.75,0.25,1.167,8.25,NO
10,3.436,0.245,1.295,7.364,NO
1,2.951,0.328,1.555,5.575,NO
4,3.785,0.692,1.446,4.108,NO
6,4.85,0.786,1.456,6.16,NO
7,3.831,1.505,1.267,6.066,NO
7,2.523,0.631,1.15,8.579,NO
8,3.083,0.213,1.429,7.335,NO
7,4.018,0.643,1.464,6.75,NO
5,5.223,0.62,1.662,3.984,NO
4,2.632,0.487,1.126,6.336,NO
5,3.559,1.119,1.311,8.847,NO
5,5.655,2.007,1.399,7.297,NO
1,2.935,0.147,1.304,3.668,NO
5,3.663,1.07,1.276,5.063,NO
5,3.037,0.331,1.337,6.847,NO
4,3.513,0.502,1.344,4.316,NO
11,5.041,1.008,1.568,8.066,NO
3,4.028,0.298,1.525,6.564,NO
5,3.54,0.597,1.379,4.692,NO
9,3.588,0.782,1.293,6.164,NO
6,4.25,0.7,1.378,5.2,NO
4,2.149,0.806,0.94,12.09,NO
7,4.909,0.491,1.555,7.691,NO
3,3.05,0.669,1.223,7.364,NO
8,3.25,0.625,1.264,7.25,NO
5,6.465,1.331,1.542,8.746,NO
2,3.6,0.825,1.258,8.55,NO
3,3.506,0.877,1.344,10.695,NO
3,3.795,0.651,1.253,7.59,NO
3,3.585,0.443,1.293,4.426,NO
1,5.025,0.883,1.595,6.791,NO
3,4.02,1.062,1.171,4.93,NO
0,3.113,0.429,1.294,6.871,NO
3,1.721,0.662,0.912,9.132,NO
3,3.765,1.004,1.335,6.633,NO
1,4.5,1.223,1.533,6.457,NO
0,5.192,0.742,1.22,5.637,NO
3,5.311,1.107,1.623,7.082,NO
10,3.444,0.765,1.337,7.101,NO
1,3.719,0.413,1.531,7.026,NO
4,2.077,0.148,1.401,6.824,NO
1,3.358,0.839,1.259,6.855,NO
2,3.857,1.389,1.183,11.417,NO
9,4.238,0.938,1.354,2.888,NO
11,4.06,0.812,1.371,6.293,NO
6,2.777,0.926,1.183,7.097,NO
6,4.101,0.684,1.538,9.57,NO
7,2.466,0.493,0.89,5.918,NO
2,3.433,0.769,1.281,4.713,NO
2,2.478,0.391,1.304,7.696,NO
7,4.618,0.888,1.579,7.461,NO
12,3.319,0.553,1.237,4.736,NO
10,6.842,2.219,1.705,4.253,NO
3,1.732,0.306,1.143,4.483,NO
5,4.513,1.217,1.365,7.417,NO
7,4.185,0.81,1.635,7.02,NO
1,6.045,1.007,2.06,8.261,NO
7,3.944,1.062,1.466,4.096,NO
1,3.607,0.515,1.363,5.05,NO
7,1.908,0.382,1.081,7.919,NO
1,3.702,0.871,1.5,5.226,NO
6,3.098,1.033,1.262,12.836,NO
2,4.171,1.121,1.37,5.382,NO
3,3.481,1.035,1.443,5.551,NO
0,6.055,1.309,1.709,7.527,NO
4,4.394,0.815,1.414,4.666,NO
1,4.234,1.295,1.389,6.177,NO
8,2.25,0.265,1.368,7.676,NO
4,3.988,0.706,1.417,5.691,NO
3,2.077,0.087,1.231,7.962,NO
2,4.863,1.453,1.429,6.988,NO
8,4.286,1.179,1.363,7.714,NO
6,4.255,0.962,1.458,3.597,NO
1,4.471,0.172,1.242,6.191,NO
3,4.437,1.141,1.451,9.761,NO
1,4.714,1.429,1.429,6.714,NO
3,2.7,0,1.294,6.244,NO
1,3.644,0.552,1.276,8.448,NO
13,3.539,0.998,1.15,6.398,NO
1,6.429,1.636,1.818,8.649,NO
6,4.73,0.887,1.588,6.799,NO
0,3.676,0.634,1.155,9.38,NO
3,5.774,1.698,1.472,7.302,NO
1,3.708,1.159,1.004,8.459,NO
3,3.863,1.172,1.293,5.686,NO
2,2.538,0.462,1.179,4.962,NO
3,4.747,1.233,1.548,5.178,NO
6,4.21,0.871,1.468,9.726,NO
5,3.254,0.66,1.197,5.145,NO
2,4.056,1.506,1.429,7.416,NO
7,3.385,0.63,1.373,3.778,NO
2,5.311,1.107,1.463,8.078,NO
5,4.301,1.14,1.451,4.82,NO
4,4.202,0.832,1.359,6.032,NO
1,2.466,0.649,1.139,6.88,NO
5,4.899,0.871,1.391,5.117,NO
3,4.889,1.249,1.425,6.356,NO
11,4.078,1.266,1.313,10.547,NO
1,2.779,0.839,1.142,8.913,NO
15,3.052,0.939,1.174,5.048,NO
8,3.407,0.883,1.136,9.336,NO
6,2.931,0.355,1.461,4.441,NO
12,3.409,0.897,1.196,6.458,NO
4,3.034,0.455,1.584,5.916,NO
4,4.882,0.976,1.47,4.541,NO
5,3.703,1.031,1.161,5.578,NO
2,3.574,0.993,1.191,5.956,NO
7,2.654,0.115,1.09,5.423,NO
1,2.837,0.105,1.342,6.619,NO
7,5.677,0.831,1.477,5.123,NO
5,4.44,0.96,1.507,8.16,NO
4,4.664,0.736,1.541,7.732,NO
9,4.357,0.592,1.452,4.303,NO
1,2.725,0.991,1.514,6.936,NO
4,5.431,1.552,1.483,4.603,NO
8,3.691,1.554,1.079,7.77,NO
7,3.931,0.907,1.286,8.251,NO
6,4.929,1.714,1.738,8.143,NO
1,3.759,0.733,1.34,7.655,NO
1,4.144,1.13,1.549,11.051,NO
2,1.726,0.493,1.041,9.74,NO
3,3.743,1.069,1.054,8.153,NO
4,3.721,1.089,1.195,4.81,NO
5,1.776,0.592,1.053,5.566,NO
0,4.068,0.805,1.465,7.599,NO
10,3.722,1.333,1.179,7.222,NO
9,3.185,0.741,1.259,4.63,NO
1,2.779,0.993,0.816,9.331,NO
1,5.76,0.84,1.587,6.96,NO
11,3.185,0.713,1.326,5.704,NO
8,4.517,0.954,1.539,4.818,NO
5,4.675,0.874,1.398,6.466,NO
1,2.324,0.516,1.172,6.234,NO
2,5.103,0.654,1.527,3.882,NO
4,2.75,1.125,0.917,10.75,NO
4,3.234,0.469,1.313,4.172,NO
7,6.064,1.716,1.576,8.924,NO
7,4.165,0.79,1.4,4.739,NO
4,4.154,0.779,1.558,7.399,NO
0,4.298,0.91,1.522,7.129,NO
4,3.782,0.378,1.445,4.689,NO
6,3.375,0.9,1.55,5.175,NO
1,1.066,0.533,0.711,6.572,NO
3,3.701,0.859,1.248,5.089,NO
8,5.693,1.301,1.392,6.181,NO
4,6.091,1,1.657,6.727,NO
2,4.647,1.115,1.446,8.179,NO
2,3.912,1.193,1.272,7.203,NO
3,2.868,0.595,1.136,8.062,NO
9,3.541,1.328,1.18,5.975,NO
2,2.975,0.915,1.398,4.919,NO
1,3.687,0.833,1.295,5.59,NO
4,4.75,0.875,1.417,4.375,NO
2,3.246,0.611,1.328,4.563,NO
2,2.895,0.724,1.212,8.907,NO
3,4.221,1.045,1.379,6.896,NO
5,2.552,0.47,0.985,9.403,NO
2,2.186,0.643,1.029,4.886,NO
2,4.811,1.355,1.464,6.119,NO
0,3.682,1.074,1.176,5.983,NO
5,4.5,1.144,1.373,10.525,NO
2,4.793,0.945,1.545,6.683,NO
3,4.578,1.526,1.187,7.278,NO
7,2.852,0.761,0.887,11.408,NO
12,5.6,1.1,1.567,5.5,NO
2,1.952,0.488,0.795,11.873,NO
3,3.787,0.98,1.218,6.371,NO
0,4.044,0.833,1.388,7.018,NO
4,3.49,0.184,1.633,4.133,NO
0,3.135,1.045,1.161,7.316,NO
5,3.828,0.659,1.221,3.787,NO
6,5.42,1.221,1.568,6.152,NO
4,3.118,0.995,1.201,8.491,NO
3,3.951,0.132,1.493,4.61,NO
2,3.165,0.989,1.286,5.44,NO
1,4.474,0.684,1.573,5.158,NO
0,3.998,1.037,1.388,4.936,NO
3,4.277,0.876,1.426,2.267,NO
1,3.083,0.749,1.199,5.418,NO
2,4.159,0.745,1.345,6.269,NO
6,3.436,0.785,1.287,5.989,NO
5,3,0.36,1.307,6.48,NO
8,3.323,0.415,1.431,6.508,NO
3,3.611,1.204,1.28,8.771,NO
1,3.669,0.517,1.416,4.939,NO
13,4.729,1.373,1.186,8.237,NO
8,3.471,1.174,1.123,8.064,NO
2,4.401,1.784,1.341,5.471,NO
6,4.625,1.028,1.37,5.699,NO
11,3.857,1.571,1.222,9.714,NO
5,5.4,1.2,1.45,4.65,NO
5,3.332,0.833,1.195,6.733,NO
3,1.565,0.391,0.913,7.826,NO
7,3.143,0.286,1.27,5,NO
10,2.061,0,0.916,10.305,NO
7,3.128,0.659,1.189,8.067,NO
3,3.332,0.902,1.249,9.509,NO
3,3.94,1.345,1.281,7.302,NO
7,4.424,0.794,1.399,4.878,NO
8,5.055,0.804,1.736,7.583,NO
0,3.545,0.364,1.485,5.909,NO
7,2.258,0.589,1.135,3.24,NO
8,4.752,0.335,1.627,3.857,NO
0,3.849,0.88,1.314,7.864,NO
2,3.977,1.517,1.36,7.587,NO
6,4.21,0.919,1.263,4.645,NO
13,2.272,0.535,1.188,7.485,NO
6,5.4,1.286,2.057,6.686,NO
7,3.236,1.112,1.236,6.169,NO
10,3.75,1.2,1.333,4.95,NO
2,4.154,1.142,1.385,6.854,NO
4,5.513,1.013,1.55,7.65,NO
3,2.064,0.495,1.128,7.101,NO
3,0.591,0,0.832,9.657,NO
8,3.363,0.769,1.217,6.726,NO
2,3.266,0.61,1.311,4.442,NO
5,3.898,1.011,1.203,9.241,NO
7,2.652,0.482,1.219,5.183,NO
1,5.224,1.387,1.387,5.224,NO
13,5.464,0.723,1.607,4.821,NO
9,4.828,2.146,1.351,7.152,NO
1,3.456,1.188,1.62,7.344,NO
6,3.625,1.375,1.264,5.875,NO
8,7.091,1.364,1.803,2.727,NO
1,4.284,1.096,1.661,6.177,NO
2,3.677,0.525,1.307,6.619,NO
2,1.973,0.538,1.246,8.163,NO
1,3.871,1.161,1.317,6,NO
1,4.35,0.75,1.517,9.15,NO
14,4.402,0.587,1.174,9.978,NO
4,4.019,0.502,1.563,5.777,NO
5,3.578,0.651,1.482,7.807,NO
8,4.476,0.433,1.476,7.508,NO
2,4.35,1.05,1.3,5.1,NO
7,3.593,0.98,1.222,7.948,NO
5,4.227,1.364,1.318,12,NO
1,4.162,0.761,1.461,6.598,NO
10,4.163,0.788,1.275,6.075,NO
10,5.124,0.788,1.577,4.139,NO
4,7.269,1.662,2.008,8.1,NO
11,5.192,1.662,1.777,7.685,NO
1,3.015,1.049,1.267,8.913,NO
5,2.889,0.321,1.268,2.675,NO
3,2.146,0.358,1.013,5.185,NO
4,3.321,1.179,1.095,9,NO
2,3.875,1.125,1.306,4.875,NO
6,3.792,0.607,1.517,6.674,NO
5,3.936,0.943,1.472,6.209,NO
6,2.545,0.99,0.864,9.471,NO
1,3.942,0.788,1.38,11.825,NO
2,2.236,0.86,1.127,9.287,NO
4,2.966,1.023,1.091,4.705,NO
5,4.58,0.964,1.246,9.161,NO
1,3.063,1.038,1.206,8.775,NO
3,4.021,1.149,1.181,10.771,NO
8,3.571,1.286,1.175,7.143,NO
1,3.744,0.468,1.243,7.159,NO
4,2.965,0.468,1.127,6.555,NO
2,4.923,1.641,1.575,7.459,NO
2,3.293,1.185,1.244,9.088,NO
5,5.4,0.974,1.623,4.515,NO
7,2,0.833,1.185,10,NO
6,4.929,0.696,1.536,5.518,NO
12,2.185,0.78,0.988,7.96,NO
3,4.12,0.614,1.442,4.383,NO
6,6.35,1.387,1.66,5.763,NO
7,5.433,1.921,1.262,5.268,NO
1,3.795,0.759,1.53,5.422,NO
10,3.904,0.662,1.287,4.632,NO
7,3.702,0.544,1.488,5.661,NO
3,6.93,1.299,1.893,2.455,NO
3,6.445,1.916,1.587,6.619,NO
6,2.676,0.243,1.243,4.865,NO
0,4.017,1.355,1.261,7.194,NO
9,3.898,0.578,1.476,9.096,NO
4,1.957,0.293,1.272,4.598,NO
2,4.161,0.814,1.286,5.291,NO
0,3.703,0.771,1.2,6.171,NO
4,3.96,0.72,1.29,5.85,NO
2,4.747,0,1.747,8.604,NO
6,3.017,0.603,1.223,7.24,NO
5,4.624,0.913,1.376,5.537,NO
2,3.777,1.073,1.358,5.689,NO
0,5.273,1.371,1.348,6.75,NO
7,4.166,0.926,1.326,4.629,NO
2,5.276,1.552,1.621,7.138,NO
1,6.4,1.6,1.756,6,NO
3,3.718,0.761,1.216,6.845,NO
4,3.763,1.458,1.186,7.62,NO
7,2.587,0.485,1.329,3.88,NO
5,3,0.692,1.564,4.385,NO
1,3.798,0.412,1.449,5.125,NO
13,4.329,0.911,1.481,6.835,NO
3,4.123,1.153,1.384,5.365,NO
6,2.926,0.931,0.916,8.113,NO
9,4.283,1.107,1.305,2.695,NO
1,4.192,0.616,1.37,6.658,NO
4,2.571,0.701,1.255,3.818,NO
1,2.777,0.926,1.303,6.017,NO
5,3.713,1.238,1.438,6.188,NO
5,4.533,1.182,1.642,8.08,NO
0,2.854,0.878,1.439,10.098,NO
8,3.74,0.935,1.364,6.662,NO
0,3.966,0.869,1.425,4.292,NO
6,4.109,0.587,1.552,4.226,NO
15,4.359,0.984,1.469,4.219,NO
6,6.021,1.621,1.523,4.446,NO
7,3.508,0.61,1.39,8.847,NO
11,4.092,1.023,1.305,7.517,NO
9,4.857,0.94,1.387,4.021,NO
8,2.711,0.83,1.26,6.529,NO
2,5.236,1.309,1.582,4.418,NO
3,4.263,0.609,1.263,4.466,NO
5,2.379,0.833,1.308,4.758,NO
13,4.286,1.071,1.381,9.857,NO
2,3.609,0.668,1.292,6.95,NO
12,3.452,0.62,1.338,8.321,NO
7,4.82,1.623,1.404,4.328,NO
15,3.797,0.844,1.734,5.063,NO
4,2.882,0.758,1.298,6.522,NO
6,3.405,0.815,1.268,6.618,NO
1,2.712,0.74,1.027,9.74,NO
3,5.138,0.806,1.556,5.34,NO
6,2.695,0.457,1.162,6.944,NO
9,3.057,1.189,1.321,6.792,NO
2,4.72,0.944,1.867,6.042,NO
1,3.027,0.484,1.372,3.269,NO
2,4.24,1.785,1.376,6.471,NO
7,3.653,1.025,1.297,5.703,NO
5,5.047,1.262,1.682,4.542,NO
1,2.684,0.474,1.333,9.474,NO
4,3.297,0.628,1.081,5.808,NO
6,2.912,0.662,1,10.721,NO
2,5.665,1.205,1.54,5.183,NO
2,3.375,0.689,1.209,6.888,NO
6,5.775,0.433,1.893,4.62,NO
1,3.353,0.706,1.137,10.588,NO
2,2.631,0.346,1.165,5.088,NO
8,4.666,1.363,1.375,7.864,NO
9,3.689,1.02,1.247,3.375,NO
0,1.723,0.345,1.009,8.272,NO
1,2.913,0.784,1.095,6.162,NO
1,4.716,0.707,1.533,6.956,NO
3,5.074,1.087,1.752,6.705,NO
4,4.126,0.735,1.475,4.085,NO
2,4.829,1.756,1.463,9.878,NO
15,2.805,0.877,1.169,5.786,NO
2,3.479,0.316,1.379,6.167,NO
2,4.345,0.798,1.394,5.099,NO
5,2.523,0.505,1.164,10.093,NO
5,1.943,0.511,1.364,5.727,NO
4,5.939,1.896,1.542,3.494,NO
6,5.838,1.168,1.508,8.027,NO
3,4.452,1.113,1.441,6.968,NO
8,4.295,1.33,1.375,5.676,NO
4,3.455,0.964,1.205,6.348,NO
3,4.364,1.364,1.561,6.273,NO
4,5.072,0.597,1.608,5.519,NO
1,3.627,0.564,1.325,4.675,NO
4,6.658,1.295,1.705,4.438,NO
7,5.987,1.808,1.544,3.615,NO
