G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yrsInLeague,ASG_Result
155,536,72,155,38,2,9,67,5,4,15,48,3,1,3,4,10,2,NO
155,546,46,122,24,2,13,67,0,3,45,104,4,1,0,8,19,3,NO
153,461,54,112,19,2,18,54,5,8,35,98,1,5,9,3,10,1,NO
124,438,43,116,15,2,1,32,13,7,21,56,0,1,10,5,4,0,NO
93,270,25,71,9,0,10,26,1,1,15,68,0,1,0,3,5,5,NO
107,347,29,82,11,2,8,35,1,0,23,52,0,2,4,4,5,2,NO
69,273,41,84,15,1,11,43,1,1,7,39,2,0,0,1,5,0,NO
107,346,62,113,32,1,12,60,4,0,58,61,0,7,2,4,5,12,NO
130,460,75,129,26,2,7,50,12,5,56,59,3,2,5,1,9,1,NO
90,251,22,66,6,1,3,11,0,0,37,31,7,2,2,1,9,2,NO
137,476,33,123,18,0,7,39,1,1,43,60,3,4,4,2,15,7,NO
136,484,56,133,24,2,7,49,17,6,30,54,12,5,4,4,7,14,NO
97,333,59,100,18,3,18,74,11,2,16,89,1,4,1,8,6,5,NO
156,557,97,136,29,0,45,123,1,5,98,175,6,2,5,6,8,6,NO
156,573,77,150,26,8,9,62,6,7,41,112,1,0,13,6,14,2,NO
111,298,41,69,13,3,2,29,3,2,70,58,3,0,5,4,5,3,NO
160,515,71,130,19,5,3,52,57,12,49,66,1,4,5,7,12,6,NO
104,338,49,99,17,3,2,36,5,1,33,25,1,3,5,1,9,1,NO
118,366,41,86,12,2,16,52,7,4,35,99,1,3,0,3,4,8,NO
125,429,43,97,19,0,19,71,1,0,20,76,2,1,3,7,4,10,NO
132,374,47,86,17,7,3,35,13,5,52,90,2,3,1,2,9,10,NO
146,550,97,160,21,6,18,68,0,3,60,53,5,6,5,7,13,6,NO
111,406,51,108,21,1,14,46,2,0,29,53,1,2,0,11,13,3,NO
110,371,50,99,17,1,9,39,6,2,24,74,0,6,2,1,14,3,NO
155,515,95,121,15,7,2,33,71,22,81,104,4,3,17,5,5,3,NO
102,369,38,89,16,1,18,49,9,6,20,73,0,4,0,1,11,3,NO
125,388,38,97,13,1,13,44,3,3,39,104,9,0,3,4,9,5,NO
92,324,32,78,21,0,5,44,2,0,13,39,6,5,0,4,9,2,NO
132,431,55,121,38,1,17,95,12,6,23,58,1,9,2,4,11,6,NO
147,550,77,129,14,1,1,25,59,10,69,66,0,1,10,4,8,1,NO
82,287,32,84,9,5,5,35,5,7,42,61,7,2,2,4,7,4,NO
129,507,75,161,25,10,7,43,20,10,32,75,0,1,4,1,6,6,NO
143,444,59,107,15,3,13,59,7,4,33,63,3,2,9,2,8,8,NO
149,488,76,124,23,7,23,75,4,6,40,140,3,1,2,2,12,7,NO
132,441,52,131,25,3,11,58,0,3,29,43,4,2,0,3,12,5,NO
115,305,36,87,12,3,15,47,9,4,11,44,3,3,2,4,11,5,NO
144,501,70,122,37,2,22,69,4,1,32,122,0,10,0,6,13,1,NO
90,280,60,82,11,3,22,43,0,0,30,69,0,2,0,2,4,1,NO
123,444,38,101,18,1,8,56,7,3,24,39,6,0,4,5,7,4,NO
162,560,100,169,26,2,23,103,2,8,123,91,13,2,1,6,27,3,NO
146,393,51,102,18,6,5,38,16,5,41,77,1,3,6,1,4,6,NO
131,288,33,90,22,1,7,37,3,6,21,26,3,0,2,1,6,7,NO
92,258,29,51,12,0,7,26,12,1,21,62,0,0,0,1,9,1,NO
102,406,53,118,17,1,18,62,0,1,16,97,0,4,0,4,14,7,NO
140,400,39,77,10,3,4,21,5,2,33,79,0,6,13,0,7,1,NO
80,277,36,87,16,1,10,46,0,0,46,46,2,2,2,4,3,0,NO
150,586,72,158,15,2,2,29,20,9,41,74,3,4,7,2,13,5,NO
90,340,62,84,22,4,11,33,25,7,47,78,4,3,1,1,2,4,NO
82,280,42,80,11,7,10,41,6,2,12,41,4,2,0,2,6,1,NO
151,618,103,181,34,10,4,41,27,6,47,170,4,4,3,3,5,0,NO
113,396,40,108,27,1,7,37,0,2,20,65,0,0,1,2,11,10,NO
114,390,51,97,15,5,23,65,5,2,19,126,0,5,1,1,10,7,NO
149,511,65,133,19,2,7,41,25,4,42,92,1,2,5,2,10,7,NO
146,562,71,151,20,2,22,72,8,1,67,123,5,0,0,1,13,0,NO
150,537,86,142,33,2,24,86,9,4,76,135,4,10,1,5,18,4,NO
111,260,26,65,15,1,5,31,1,1,20,73,0,1,2,1,3,0,NO
95,359,73,100,15,3,8,34,19,5,30,92,1,19,2,3,6,3,NO
95,261,31,70,11,2,3,18,9,3,23,53,5,0,1,1,2,4,NO
98,346,53,96,18,5,3,39,7,2,14,45,0,5,9,1,2,2,NO
132,418,51,110,26,3,5,53,16,7,43,51,0,2,10,5,10,2,NO
143,485,42,131,25,1,10,57,2,3,35,75,19,1,6,7,12,3,NO
114,407,71,118,9,10,1,29,29,9,26,57,1,1,5,2,9,1,NO
154,582,98,163,26,2,38,107,2,0,59,145,4,5,0,6,15,7,NO
144,473,67,132,21,2,10,47,11,0,42,84,2,1,0,4,13,8,NO
154,574,79,146,26,0,21,89,4,3,46,97,6,3,3,6,10,6,NO
152,526,59,155,26,3,1,34,5,0,51,65,17,0,2,5,13,7,NO
145,608,102,185,28,2,11,67,37,14,59,83,0,8,3,4,12,4,NO
114,429,61,108,15,7,4,44,6,3,50,73,1,1,0,2,11,3,NO
143,441,65,115,17,7,6,43,12,7,51,59,2,3,4,4,6,2,NO
93,297,29,72,20,1,7,43,0,0,17,80,2,2,1,3,8,4,NO
89,281,38,84,16,0,7,43,0,0,49,46,4,2,1,1,6,1,NO
101,272,23,64,18,3,1,14,6,6,21,45,1,1,14,0,4,3,NO
140,505,58,138,44,2,13,73,6,6,39,70,4,2,0,1,12,1,NO
110,321,34,91,12,5,10,46,1,0,34,29,6,1,4,4,9,6,NO
152,576,61,174,35,5,5,69,0,1,37,34,3,2,1,8,17,5,NO
99,359,51,101,17,1,4,34,2,8,37,49,3,2,5,4,4,4,NO
134,475,64,139,33,7,9,59,27,8,37,44,9,0,3,4,8,7,NO
125,475,87,131,20,0,29,77,6,3,95,99,10,3,0,4,21,6,NO
149,595,87,164,41,2,26,99,14,2,38,104,2,2,0,4,18,9,NO
73,251,35,63,16,0,7,33,6,3,40,58,2,3,0,1,5,3,NO
109,394,36,103,15,0,10,39,0,0,20,57,2,0,2,2,11,8,NO
110,327,45,94,17,1,5,52,6,7,17,35,2,2,0,2,8,0,NO
121,438,42,103,22,0,15,63,3,1,41,101,2,3,0,3,15,10,NO
102,410,51,103,13,2,2,41,12,9,32,49,2,1,6,5,8,4,NO
105,365,53,85,20,1,11,45,5,6,28,86,0,7,4,3,8,1,NO
129,390,34,102,15,0,9,52,2,2,16,54,2,9,0,2,19,8,NO
101,259,51,71,15,3,6,33,4,3,37,40,0,5,4,3,1,10,NO
113,418,53,97,12,3,22,67,2,2,42,113,3,1,0,5,14,1,NO
152,579,67,145,11,13,1,31,17,9,32,51,1,2,18,2,8,2,NO
79,287,38,64,13,1,7,28,1,2,37,76,2,0,0,3,2,6,NO
95,314,39,83,17,1,13,46,3,2,16,59,0,5,3,3,8,4,NO
149,504,71,120,24,3,28,71,4,1,54,120,10,4,1,2,10,2,NO
100,298,69,101,14,4,3,20,33,13,26,48,2,4,1,2,5,2,NO
152,579,77,145,24,3,15,80,8,5,54,131,1,3,1,6,13,8,NO
93,287,28,54,10,0,13,39,3,3,19,48,2,3,3,1,6,1,NO
117,403,53,100,23,1,26,68,2,1,30,109,2,3,0,5,9,2,NO
143,551,59,136,32,1,16,71,2,1,24,96,2,6,0,5,20,4,NO
134,427,44,96,9,3,0,31,8,4,50,69,2,3,7,0,3,8,NO
96,282,15,61,9,0,3,25,0,3,29,25,1,1,0,4,15,10,NO
98,372,49,92,15,4,7,44,13,0,35,69,2,0,2,4,12,2,NO
157,654,81,182,31,9,0,38,46,25,29,60,3,5,12,2,4,7,NO
107,327,30,78,17,2,8,31,1,3,32,36,3,0,0,0,9,13,NO
85,288,20,71,15,0,1,21,3,4,19,31,5,0,8,2,7,4,NO
133,460,53,125,27,2,15,65,1,1,48,87,5,5,4,3,12,8,NO
143,542,75,159,35,3,13,72,23,9,56,67,3,1,2,3,18,11,NO
159,546,60,136,21,2,3,48,10,10,60,58,2,11,10,6,9,3,NO
111,316,33,90,12,0,12,61,2,2,15,55,1,2,0,4,3,10,NO
107,263,37,64,18,2,11,36,2,0,26,55,0,1,3,1,4,3,NO
151,509,64,140,25,9,10,66,13,11,32,71,3,1,2,7,10,1,NO
129,391,43,101,12,5,7,33,12,10,41,47,5,4,3,3,11,9,NO
97,255,31,70,13,3,2,15,11,3,39,66,1,1,2,2,3,1,NO
91,310,34,81,15,6,6,26,8,1,16,67,0,2,2,2,4,1,NO
94,300,43,75,6,1,1,23,11,3,25,43,0,0,9,1,5,7,NO
128,457,52,138,24,4,5,43,14,3,13,105,1,7,3,3,12,1,NO
158,642,113,186,25,10,8,57,62,17,64,101,1,0,9,5,9,3,NO
154,605,95,174,38,15,8,56,29,7,48,97,5,0,2,4,6,6,NO
121,397,43,100,25,0,10,46,0,1,33,102,4,0,3,1,6,1,NO
99,377,45,93,22,1,8,42,0,1,29,77,3,3,1,2,7,6,NO
121,402,40,116,21,0,2,50,4,5,45,38,1,2,2,4,14,1,NO
84,276,36,82,20,0,13,43,0,0,36,74,2,1,0,2,3,9,NO
113,402,52,100,14,3,12,42,20,4,21,71,3,4,5,1,12,1,NO
101,251,35,68,8,2,3,23,5,3,35,47,1,2,5,2,3,3,NO
129,477,44,121,22,1,14,52,2,1,34,112,1,6,1,4,11,3,NO
161,601,74,160,22,2,1,46,5,6,46,79,1,2,16,2,9,2,NO
135,470,63,113,14,6,2,40,16,10,45,52,0,5,14,4,5,9,NO
99,336,44,94,14,7,5,44,4,3,18,68,2,2,0,2,13,3,NO
98,325,48,81,18,3,9,38,6,3,32,58,2,0,1,0,12,2,NO
151,563,83,134,15,4,10,51,56,23,95,151,2,2,8,5,6,1,NO
130,448,59,101,19,6,12,44,11,5,31,99,4,2,10,4,8,2,NO
114,331,43,88,16,2,7,39,6,2,39,38,1,3,4,3,3,5,NO
110,289,42,73,13,1,13,39,2,1,22,94,2,6,0,0,7,5,NO
117,442,55,103,20,3,12,41,14,2,53,65,2,5,5,2,11,6,NO
97,303,54,92,6,14,8,28,26,9,18,52,0,2,1,1,5,3,NO
119,388,40,95,14,2,12,68,0,2,39,55,6,2,4,4,15,6,NO
127,473,61,123,17,3,11,50,10,12,20,59,1,3,10,4,10,7,NO
109,333,43,90,12,2,7,36,12,3,20,64,0,0,4,0,3,2,NO
97,346,36,85,14,1,10,47,1,1,29,64,0,1,1,3,11,3,NO
109,397,51,109,28,3,12,69,1,0,34,61,9,0,1,8,7,2,NO
99,253,43,76,9,1,20,55,5,1,22,61,1,0,0,3,7,10,NO
107,378,32,95,21,3,7,42,2,2,16,97,3,7,0,4,2,2,NO
149,601,73,169,14,3,3,44,15,8,40,44,2,0,7,6,8,12,NO
109,273,27,62,13,1,8,33,0,2,24,45,3,1,2,0,10,5,NO
105,281,37,61,12,2,15,31,9,3,21,44,5,0,2,1,5,4,NO
117,420,74,122,21,8,7,44,26,10,56,61,2,0,4,4,6,8,NO
106,333,38,82,19,1,7,44,4,1,23,69,3,1,2,3,0,4,NO
96,270,32,67,13,3,6,30,9,5,20,51,2,0,3,1,8,2,NO
94,287,32,82,8,1,4,30,1,4,17,27,1,0,1,2,8,2,NO
146,528,74,138,26,7,28,93,3,2,30,78,2,0,6,6,23,4,NO
95,321,59,84,17,2,9,44,11,2,57,38,4,4,6,2,4,5,NO
101,312,64,88,25,1,24,65,4,3,56,62,3,1,0,5,4,1,NO
95,362,58,95,24,5,12,37,2,1,23,88,0,5,1,3,7,0,NO
131,502,80,146,31,1,16,72,1,0,41,61,0,7,9,7,12,8,NO
118,381,48,94,22,3,9,37,5,2,36,48,1,0,4,2,6,3,NO
125,313,50,102,10,4,8,44,13,4,29,69,1,5,6,0,7,3,NO
148,511,77,136,24,3,18,86,5,3,39,123,3,12,0,9,4,7,NO
121,425,83,111,22,10,2,37,25,8,53,101,1,3,7,4,1,0,NO
161,587,92,163,17,14,4,51,32,15,70,65,1,4,17,5,8,5,NO
141,429,47,127,26,3,7,53,3,3,77,21,9,5,11,3,10,5,NO
119,402,34,97,10,0,3,43,9,1,23,42,1,1,5,4,13,2,NO
112,398,54,108,20,6,5,44,11,1,47,35,3,3,8,3,9,7,NO
91,275,22,53,12,0,2,24,1,2,28,61,1,3,2,2,5,2,NO
133,364,31,95,19,6,3,30,1,0,23,76,10,2,3,1,8,1,NO
137,516,82,136,24,8,9,40,40,8,44,125,2,2,4,2,6,4,NO
159,583,85,158,40,5,14,68,3,1,51,59,5,9,6,4,14,4,NO
127,347,47,88,9,5,11,47,8,6,44,64,4,2,7,2,6,7,NO
140,413,52,125,16,3,3,46,6,3,28,78,3,20,3,4,17,4,NO
149,456,46,114,13,3,3,35,10,4,46,46,2,8,9,2,5,3,NO
93,283,21,54,9,0,3,25,0,0,53,57,5,4,3,4,15,6,NO
125,443,67,114,10,8,1,32,56,9,62,125,0,0,9,2,5,3,NO
88,280,31,68,14,0,8,35,1,1,21,85,1,5,0,2,2,4,NO
98,292,39,85,15,0,5,31,1,0,32,30,12,1,0,3,9,4,NO
136,252,24,59,10,1,0,16,2,0,30,48,5,1,4,0,10,10,NO
131,344,47,80,16,5,10,51,4,0,48,89,0,4,0,2,6,7,NO
113,296,47,80,18,2,12,45,4,2,21,85,5,4,0,1,5,6,NO
119,278,35,85,20,8,8,39,5,3,33,49,6,3,1,2,9,3,NO
124,368,35,83,11,1,10,43,5,6,30,51,8,0,6,2,9,9,NO
149,488,70,141,20,2,10,32,5,11,33,69,5,2,17,3,9,4,NO
110,325,45,92,21,4,5,33,5,1,39,37,1,0,2,4,9,12,NO
108,344,35,90,16,2,10,37,3,0,18,138,6,14,0,1,2,2,NO
131,527,72,132,31,3,14,75,3,3,43,99,0,1,2,4,13,6,NO
92,364,59,110,24,6,16,57,10,1,14,70,1,7,0,2,2,3,NO
113,389,48,104,22,1,15,52,0,2,38,76,8,2,4,2,19,1,NO
104,395,59,98,19,1,26,68,7,2,41,117,2,0,1,5,5,0,NO
149,462,61,144,26,10,17,78,9,4,44,107,2,4,0,7,7,1,NO
127,373,63,112,30,2,14,56,3,1,30,71,1,2,0,4,11,3,NO
148,547,71,152,33,0,22,67,3,4,41,113,0,8,0,8,16,5,NO
137,323,47,76,18,6,7,27,11,4,57,62,1,9,3,1,4,8,NO
151,493,52,124,19,2,7,49,1,2,65,50,13,0,5,6,21,5,NO
144,550,81,165,31,2,22,90,22,7,83,118,11,11,0,2,11,5,NO
153,533,86,155,26,1,30,86,2,6,58,89,6,6,2,5,9,9,NO
115,268,34,68,12,0,12,45,3,1,49,60,5,3,1,4,14,4,NO
108,368,73,123,24,1,26,64,26,8,60,62,11,1,1,0,6,1,NO
162,626,64,173,41,6,14,96,19,7,43,54,5,4,4,7,15,4,NO
109,350,44,105,22,0,5,32,4,1,21,57,2,1,6,1,14,1,NO
95,269,32,91,17,0,6,49,0,2,18,30,3,0,0,3,5,2,NO
154,525,59,141,27,4,10,65,17,5,28,109,3,5,9,7,9,1,NO
128,363,34,79,13,0,6,33,1,3,44,56,7,4,5,3,13,7,NO
129,404,54,110,22,2,12,49,7,4,35,66,4,1,0,1,7,7,NO
122,322,69,103,15,2,24,66,7,6,54,59,10,1,3,4,6,12,NO
95,320,30,76,14,3,2,31,5,2,34,56,8,0,9,4,9,0,NO
120,403,52,135,7,9,2,35,21,14,25,43,1,1,3,4,9,3,NO
150,598,73,171,40,1,28,117,1,0,19,83,1,6,0,7,24,1,NO
121,492,69,144,22,4,9,48,10,3,39,95,0,2,1,6,10,13,NO
110,304,32,63,9,2,7,33,1,1,35,56,7,3,5,4,15,7,NO
130,415,59,117,36,1,10,63,1,0,57,81,2,0,0,6,13,3,NO
143,459,62,123,30,1,12,57,7,1,72,72,9,2,3,4,6,7,NO
156,602,64,167,34,0,23,80,0,0,49,114,6,5,0,1,21,7,NO
102,287,16,64,11,0,3,23,0,0,34,46,5,2,3,4,6,5,NO
116,287,32,82,8,1,6,29,0,0,28,19,5,1,0,5,5,2,NO
120,324,33,90,18,1,6,37,1,0,22,27,1,2,1,2,8,14,NO
142,522,69,140,20,3,6,59,6,8,49,61,5,2,7,4,8,6,NO
159,591,88,146,35,2,36,101,0,0,60,146,3,12,0,7,7,5,NO
141,423,49,96,13,1,20,59,2,0,73,124,6,2,0,3,10,4,NO
104,260,33,77,15,4,8,39,3,4,14,57,0,0,2,2,6,8,NO
125,520,70,153,18,9,5,42,26,8,26,81,1,6,1,2,5,1,NO
129,429,48,111,14,2,13,47,5,2,56,101,4,4,0,2,6,4,NO
143,458,57,119,17,4,8,55,2,0,43,56,2,4,2,4,12,6,NO
111,304,43,76,10,2,7,36,11,3,20,39,0,1,2,2,4,2,NO
159,610,70,152,33,7,19,83,15,6,40,87,5,8,0,5,19,3,NO
128,523,66,153,27,3,19,78,11,5,34,82,7,1,0,5,13,0,NO
147,540,75,168,18,14,0,47,35,7,36,33,1,0,3,0,10,6,NO
117,403,49,110,20,2,7,51,0,1,26,62,8,0,6,4,8,5,NO
135,404,54,92,14,4,11,49,18,6,18,75,0,2,2,2,3,5,NO
147,516,62,147,25,7,17,70,23,19,53,95,6,4,4,2,7,1,NO
118,257,24,62,15,1,3,31,0,0,11,35,0,1,8,0,7,15,NO
103,264,38,65,17,3,1,16,3,1,32,28,3,6,6,1,4,9,NO
130,474,87,140,33,4,13,57,25,5,41,87,1,6,0,4,11,2,NO
108,335,34,77,26,1,9,46,0,2,37,75,8,2,1,2,12,3,NO
110,294,36,74,17,5,8,39,7,3,9,71,0,1,3,3,4,2,NO
143,415,51,104,19,3,0,28,22,10,35,68,9,1,5,4,8,7,NO
158,580,66,146,25,1,6,62,8,5,45,44,1,3,17,9,18,1,NO
110,381,61,112,33,3,21,73,0,1,36,92,0,3,0,0,5,1,NO
153,544,67,146,36,3,22,79,3,4,74,85,4,2,0,3,15,11,NO
108,293,41,66,12,1,10,39,0,1,51,72,3,2,4,0,11,1,NO
118,257,31,66,12,0,5,26,3,5,32,45,3,0,6,3,6,13,NO
95,344,54,95,24,0,6,41,2,4,23,63,2,6,4,4,5,5,NO
143,502,64,132,14,3,0,28,35,16,38,43,1,0,13,4,5,1,NO
83,313,45,90,14,4,12,55,1,2,20,97,0,6,0,4,8,0,NO
101,288,39,77,20,3,8,37,3,1,16,21,2,1,0,3,3,5,NO
121,441,48,109,13,2,8,44,3,3,22,62,1,2,0,2,10,1,NO
142,520,57,149,26,2,18,80,3,5,53,50,8,0,1,7,11,2,NO
126,405,58,104,30,1,15,46,14,7,38,83,0,9,4,3,12,2,NO
155,552,84,132,35,2,27,79,5,3,97,133,7,2,0,7,15,1,NO
148,590,60,155,21,0,2,35,11,10,47,48,0,2,6,5,18,8,NO
138,394,42,88,13,4,6,31,15,9,43,61,2,3,10,0,7,1,NO
138,488,68,132,28,2,25,92,0,0,58,139,2,9,0,8,13,3,NO
148,560,65,142,30,1,16,72,5,0,60,116,5,7,0,6,15,3,NO
86,263,49,64,10,6,13,38,3,6,38,66,4,1,2,2,2,0,NO
147,610,94,184,39,8,5,37,31,7,50,65,1,2,3,3,6,6,NO
130,471,72,135,22,1,17,51,1,1,41,115,1,3,0,2,11,6,NO
138,513,74,151,26,6,16,82,2,5,41,89,7,6,4,4,3,6,NO
152,575,67,152,13,7,25,94,1,3,37,127,2,14,0,4,12,12,NO
152,519,64,146,20,3,4,47,8,11,52,40,21,1,5,4,25,8,NO
123,461,60,130,31,2,28,95,3,1,25,99,2,5,0,5,24,2,NO
110,337,36,102,24,1,6,47,13,4,26,47,4,1,2,4,10,1,NO
120,453,69,130,24,1,17,80,8,4,51,74,5,0,0,3,9,6,NO
112,305,54,62,10,1,24,55,8,5,41,122,3,2,1,2,8,2,NO
148,423,51,103,30,1,16,58,6,3,48,104,2,2,0,4,7,4,NO
114,342,64,96,16,6,9,40,5,2,28,49,2,1,1,3,6,7,NO
158,678,106,189,28,7,8,49,23,6,42,89,1,6,5,4,7,2,NO
152,571,83,150,30,9,8,54,7,5,82,84,4,3,4,7,12,2,NO
108,344,38,73,16,1,9,34,0,1,53,71,4,2,1,3,7,0,NO
93,273,38,71,12,1,6,26,3,0,44,67,1,3,5,0,5,5,NO
102,288,17,62,11,1,0,29,4,3,26,56,0,3,5,0,5,6,NO
132,450,64,124,24,1,22,77,4,2,34,66,1,6,4,2,17,8,NO
150,499,67,146,33,6,22,84,5,5,74,123,11,0,0,2,8,2,NO
113,344,38,85,16,1,5,39,14,5,13,49,0,1,11,5,10,6,NO
87,263,31,55,13,2,7,27,17,4,19,80,1,2,4,1,4,1,NO
133,439,49,133,21,5,4,61,28,11,53,46,5,0,2,2,6,6,NO
96,306,30,67,14,1,10,32,1,1,16,36,1,0,1,1,8,10,NO
150,521,45,128,27,1,12,59,5,3,47,90,6,2,0,9,11,11,NO
152,546,118,183,35,11,20,93,27,9,109,113,8,3,0,4,13,3,NO
96,375,58,110,26,3,6,33,20,5,37,53,0,0,7,3,3,4,NO
103,310,38,89,23,4,6,42,6,4,28,62,1,5,3,3,6,9,NO
147,528,80,150,30,4,18,88,1,1,49,60,14,5,3,10,7,10,NO
144,538,97,152,30,5,24,58,17,11,72,82,14,2,0,2,3,2,NO
148,270,55,72,13,4,15,36,13,6,44,64,1,7,0,2,6,5,NO
87,261,36,73,9,0,16,31,0,0,24,80,0,0,0,0,5,0,NO
122,496,62,154,21,5,5,32,15,6,17,26,1,2,6,2,7,2,NO
127,348,44,109,24,0,2,51,2,1,71,56,9,0,1,2,9,9,NO
160,626,103,179,30,8,21,83,50,7,57,98,5,10,1,4,12,7,NO
101,294,32,63,6,0,11,35,2,0,44,48,12,2,0,4,8,4,NO
152,575,107,174,34,3,32,84,33,16,50,86,0,1,1,4,8,3,NO
156,598,82,159,33,11,9,72,22,8,28,73,5,3,8,4,10,1,NO
124,422,55,124,22,3,2,45,13,4,30,55,1,5,11,3,11,7,NO
130,473,59,133,20,2,14,71,1,0,23,33,0,6,4,7,17,2,NO
145,516,59,137,13,3,20,64,0,2,39,112,1,6,0,7,12,0,NO
117,336,56,79,19,2,5,20,29,7,27,83,1,1,1,1,12,11,NO
131,486,83,128,17,1,24,93,10,2,42,73,1,2,0,10,10,9,NO
149,569,84,146,28,3,13,68,0,1,56,152,0,1,3,3,19,3,NO
145,408,55,99,21,5,4,42,3,1,51,56,1,1,6,5,7,3,NO
149,505,69,143,24,4,11,56,9,7,48,97,9,3,4,5,17,3,NO
158,561,83,158,37,4,21,75,4,2,50,126,1,8,0,6,18,4,NO
145,531,85,145,37,2,9,67,44,16,97,134,4,2,3,7,13,4,NO
121,461,69,136,23,3,8,46,23,7,23,53,3,5,5,7,6,6,NO
161,661,93,186,33,1,8,57,19,6,56,71,1,1,3,9,16,11,NO
147,523,73,138,33,1,19,71,3,2,72,138,6,1,0,5,13,0,NO
133,364,56,95,4,4,0,20,33,18,43,50,0,3,5,2,1,2,NO
104,298,42,78,18,2,4,27,25,8,25,59,1,4,3,1,5,1,NO
125,374,46,79,15,4,10,39,6,2,57,81,4,2,4,2,9,6,NO
89,254,31,65,9,0,17,38,0,3,24,69,0,2,0,0,6,5,NO
137,462,71,111,21,1,11,53,0,1,106,81,0,4,0,5,15,5,NO
110,319,44,90,18,2,9,50,5,1,24,42,0,2,0,3,5,5,NO
129,282,33,76,9,6,0,30,13,4,29,24,5,1,5,2,1,2,NO
85,329,47,92,11,3,5,33,17,8,23,29,2,1,4,1,9,3,NO
160,656,78,182,25,5,6,63,12,6,45,62,0,7,17,6,11,8,NO
87,282,36,67,15,1,15,42,2,1,18,92,0,5,0,3,7,1,NO
153,611,89,155,44,3,27,97,4,0,32,128,3,5,0,11,12,4,NO
124,353,50,87,15,6,3,30,15,10,44,35,1,0,6,3,12,2,NO
138,436,71,109,18,6,13,55,7,7,41,63,0,1,10,4,13,7,NO
115,282,31,64,16,1,6,36,6,3,42,79,1,0,1,1,2,5,NO
139,513,62,129,16,3,2,42,6,4,24,70,6,1,9,4,14,10,NO
119,412,39,117,27,2,8,61,7,5,12,32,0,0,2,2,12,10,NO
117,394,43,99,29,2,6,39,2,0,32,87,9,6,1,3,12,6,NO
129,457,62,116,16,5,21,73,5,1,33,98,3,5,1,3,5,6,NO
104,342,41,95,19,4,1,26,12,10,23,39,2,1,6,0,13,0,NO
146,483,70,131,30,4,15,79,9,6,61,49,8,4,1,6,13,6,NO
161,560,82,128,28,2,24,86,2,1,110,93,6,1,0,8,12,8,NO
113,318,52,88,23,2,10,35,1,3,29,53,2,3,1,1,3,2,NO
113,396,52,93,20,2,17,63,6,2,42,93,3,3,1,5,2,1,NO
148,510,50,121,21,2,18,59,0,1,48,63,7,3,6,5,16,3,NO
142,535,77,147,13,5,6,37,36,16,62,77,6,5,7,6,14,1,NO
153,584,73,161,39,2,12,66,10,3,39,88,4,5,7,3,18,5,NO
132,521,63,149,13,8,3,28,30,20,36,52,1,2,1,2,5,5,NO
145,542,81,132,24,5,27,98,2,2,62,125,2,1,2,7,5,2,NO
85,282,35,64,15,3,8,34,5,4,23,90,1,1,2,1,4,1,NO
149,533,73,152,31,1,27,81,9,1,35,116,6,5,2,2,17,7,NO
109,416,89,111,25,5,19,57,11,10,58,113,3,4,0,4,0,4,NO
126,309,44,84,15,1,10,34,0,0,37,52,4,5,0,1,6,3,NO
109,324,33,77,17,0,13,44,0,1,29,68,1,17,3,2,8,11,NO
119,338,54,79,17,1,20,62,4,1,43,107,0,1,3,4,2,6,NO
136,505,63,161,24,6,14,69,6,5,53,87,6,2,3,5,9,8,NO
139,571,85,167,27,10,14,74,22,6,24,58,8,4,0,4,5,5,NO
127,404,56,126,36,2,3,51,19,8,27,44,1,2,2,7,12,5,NO
155,549,47,150,39,0,9,62,3,0,62,101,9,3,1,4,14,2,NO
105,359,55,110,21,1,18,48,3,1,10,69,0,0,2,1,10,5,NO
113,308,36,76,11,2,1,8,23,6,13,27,0,3,6,0,4,13,NO
128,447,58,112,19,0,32,72,2,1,43,127,6,4,0,5,12,3,NO
134,464,60,120,22,1,16,51,2,2,39,92,6,4,2,3,9,1,NO
154,601,103,164,25,6,3,51,35,8,62,59,0,0,6,7,8,6,NO
123,414,44,108,22,1,6,37,0,2,29,78,0,3,1,6,16,5,NO
95,357,45,95,16,1,8,40,7,9,20,41,4,9,6,2,5,9,NO
129,471,75,106,24,6,14,53,5,2,50,116,2,0,2,3,10,2,NO
92,290,39,62,15,0,4,13,1,3,30,92,1,1,1,0,4,5,NO
96,323,48,65,22,2,11,48,6,6,54,104,0,3,2,6,3,0,NO
135,447,70,140,43,3,21,82,5,1,35,87,7,7,3,1,10,1,NO
95,322,54,93,24,2,9,44,3,4,17,63,1,4,1,3,7,0,NO
150,574,93,192,42,1,19,103,0,1,53,84,2,1,0,6,20,10,NO
145,482,59,130,27,3,6,67,19,3,41,60,5,3,4,5,6,5,NO
143,525,66,149,28,3,5,52,50,11,26,78,0,4,1,5,10,4,NO
132,446,66,107,29,3,24,68,5,4,28,141,0,3,0,1,9,2,NO
95,322,43,90,14,0,14,62,0,1,34,68,6,0,1,3,7,5,NO
126,268,35,64,16,1,5,36,4,0,31,52,3,2,2,4,7,10,NO
151,543,70,151,24,0,20,98,1,0,64,88,3,7,0,9,23,3,NO
98,321,31,72,7,4,4,24,8,4,26,63,3,0,3,2,11,1,NO
148,419,35,84,12,3,2,22,1,4,9,55,0,1,14,3,8,0,NO
148,453,57,107,25,0,9,50,9,5,43,94,8,10,3,5,12,2,NO
